rank,average_score,sa_score,pc_score,joint_pass,caption,generated_video,generated_video_exists,reference_video_url,reference_model,all_reference_video_urls,key
131,4.0,4,4,True,A gymnast performs a sideways leap across a balance beam.,/home/liuzhirui/model/PhysVid/res/videophy2/video/a934bc422e80caf1797479f005f48e72470c298f4cda2b1bb1fe38be9bc52293.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_gymnast_performs_a_sideways_leap_across_a_balance_beam.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_gymnast_performs_a_sideways_leap_across_a_balance_beam.mp4"", ""https://storage.cdn-luma.com/dream_machine/3a9488ed-e5bd-4f68-9b22-3a8879e04419/142fe776-6b0f-4f13-8d30-a27c2ef0e0c6_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_gymnast_performs_a_sideways_leap_across_a_balance_beam_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_gymnast_performs_a_sideways_leap_across_a_balance_beam.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_gymnast_performs_a_sideways_leap_across_a_balance_beam.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_gymnast_performs_a_sideways_leap_across_a_balance_beam.mp4""]",a934bc422e80caf1797479f005f48e72470c298f4cda2b1bb1fe38be9bc52293
132,4.0,4,4,True,"A person ascends a thick rope using a climbing harness and ascenders, their hands moving steadily upwards.",/home/liuzhirui/model/PhysVid/res/videophy2/video/acd6c56ccdfaf6953bbc1ba97978caed16a717e71e12c10cd2dab08e4287e73f.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_ascends_a_thick_rope_using_a_climbing_harness_and_ascenders,_their_hands_moving_steadily_upwards.mp4",wan,"[""https://storage.cdn-luma.com/dream_machine/8a9fc9c5-468b-46da-9489-a724f1d08187/52f85915-8a40-4993-a15e-af561be28b15_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person_ascends_a_thick_rope_using_a_climbing_harness_and_ascenders,_their_hands_moving_steadily_upwards.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person_ascends_a_thick_rope_using_a_climbing_harness_and_ascenders,_their_hands_moving_steadily_upwards.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_ascends_a_thick_rope_using_a_climbing_harness_and_ascenders__their_hands_moving_steadily_upwards_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person_ascends_a_thick_rope_using_a_climbing_harness_and_ascenders,_their_hands_moving_steadily_upwards.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_ascends_a_thick_rope_using_a_climbing_harness_and_ascenders,_their_hands_moving_steadily_upwards.mp4""]",acd6c56ccdfaf6953bbc1ba97978caed16a717e71e12c10cd2dab08e4287e73f
133,4.0,4,4,True,"Two swimmers race side-by-side, their hands entering the water simultaneously, creating small trails of bubbles.",/home/liuzhirui/model/PhysVid/res/videophy2/video/b0e7b095bb9b0eb67debcb581ab0286fdce4410ee6d2cb08fd84ac44e503d48a.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Two_swimmers_race_side-by-side,_their_hands_entering_the_water_simultaneously,_creating_small_trails_of_bubbles.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Two_swimmers_race_side-by-side,_their_hands_entering_the_water_simultaneously,_creating_small_trails_of_bubbles.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Two_swimmers_race_side-by-side,_their_hands_entering_the_water_simultaneously,_creating_small_trails_of_bubbles.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Two_swimmers_race_side-by-side,_their_hands_entering_the_water_simultaneously,_creating_small_trails_of_bubbles.mp4"", ""https://storage.cdn-luma.com/dream_machine/2a8d34c5-3c86-4652-932d-bafe9e150dcb/7926721e-5a9c-4bb9-8a54-8f5a8c1cff64_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Two_swimmers_race_side-by-side,_their_hands_entering_the_water_simultaneously,_creating_small_trails_of_bubbles.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Two_swimmers_race_side_by_side__their_hands_entering_the_water_simultaneously__creating_small_trails_of_bubbles_.mp4""]",b0e7b095bb9b0eb67debcb581ab0286fdce4410ee6d2cb08fd84ac44e503d48a
134,4.0,4,4,True,A wood burning tool etches a line drawing onto a wooden box.,/home/liuzhirui/model/PhysVid/res/videophy2/video/b107ae35b7ec785a8bac3b5fff69ed28827460338420c8f1d29b27b6b2584142.mp4,True,https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_wood_burning_tool_etches_a_line_drawing_onto_a_wooden_box.mp4,wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_wood_burning_tool_etches_a_line_drawing_onto_a_wooden_box.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_wood_burning_tool_etches_a_line_drawing_onto_a_wooden_box.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_wood_burning_tool_etches_a_line_drawing_onto_a_wooden_box.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_wood_burning_tool_etches_a_line_drawing_onto_a_wooden_box_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_wood_burning_tool_etches_a_line_drawing_onto_a_wooden_box.mp4""]",b107ae35b7ec785a8bac3b5fff69ed28827460338420c8f1d29b27b6b2584142
135,4.0,4,4,True,"A person performs a backstroke, their arms moving rhythmically through the water, legs kicking in a coordinated pattern.",/home/liuzhirui/model/PhysVid/res/videophy2/video/b34cab307e7bba774bbb48be9ca4bca52e78ad91c78ec32ea296e308a34bda77.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_performs_a_backstroke,_their_arms_moving_rhythmically_through_the_water,_legs_kicking_in_a_coordinated_pattern.mp4",wan,"[""https://storage.cdn-luma.com/dream_machine/eb5bc45d-4f63-4dd1-8159-cc23de11ec89/8913d432-ae61-4c8a-a4f1-8eabd2a18076_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_performs_a_backstroke__their_arms_moving_rhythmically_through_the_water__legs_kicking_in_a_coordinated_pattern_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person_performs_a_backstroke,_their_arms_moving_rhythmically_through_the_water,_legs_kicking_in_a_coordinated_pattern.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person_performs_a_backstroke,_their_arms_moving_rhythmically_through_the_water,_legs_kicking_in_a_coordinated_pattern.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person_performs_a_backstroke,_their_arms_moving_rhythmically_through_the_water,_legs_kicking_in_a_coordinated_pattern.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_performs_a_backstroke,_their_arms_moving_rhythmically_through_the_water,_legs_kicking_in_a_coordinated_pattern.mp4""]",b34cab307e7bba774bbb48be9ca4bca52e78ad91c78ec32ea296e308a34bda77
136,4.0,4,4,True,"Aerial view of a luger descending a long, winding ice track.",/home/liuzhirui/model/PhysVid/res/videophy2/video/b3c69de18f092d34680eb7ff54b2c5274ed9919789ceb7ee5a4b3dbf0c800f69.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Aerial_view_of_a_luger_descending_a_long,_winding_ice_track.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Aerial_view_of_a_luger_descending_a_long,_winding_ice_track.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Aerial_view_of_a_luger_descending_a_long,_winding_ice_track.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Aerial_view_of_a_luger_descending_a_long,_winding_ice_track.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Aerial_view_of_a_luger_descending_a_long,_winding_ice_track.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Aerial_view_of_a_luger_descending_a_long__winding_ice_track_.mp4""]",b3c69de18f092d34680eb7ff54b2c5274ed9919789ceb7ee5a4b3dbf0c800f69
137,4.0,4,4,True,"A hiker stuffs a water bottle into a side pocket of their backpack, the fabric stretching slightly.",/home/liuzhirui/model/PhysVid/res/videophy2/video/b441743a696ba7e9a43365ce57b69ed27cccdde4ce10ceeeeda7592ddc79e405.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hiker_stuffs_a_water_bottle_into_a_side_pocket_of_their_backpack,_the_fabric_stretching_slightly.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_hiker_stuffs_a_water_bottle_into_a_side_pocket_of_their_backpack,_the_fabric_stretching_slightly.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_hiker_stuffs_a_water_bottle_into_a_side_pocket_of_their_backpack,_the_fabric_stretching_slightly.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_hiker_stuffs_a_water_bottle_into_a_side_pocket_of_their_backpack,_the_fabric_stretching_slightly.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_hiker_stuffs_a_water_bottle_into_a_side_pocket_of_their_backpack__the_fabric_stretching_slightly_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hiker_stuffs_a_water_bottle_into_a_side_pocket_of_their_backpack,_the_fabric_stretching_slightly.mp4"", ""https://storage.cdn-luma.com/dream_machine/a79b8224-81d9-4449-838e-d9d63511bf5e/915a4b9d-dc8c-4f9e-853b-ffd52d4791f0_result.mp4""]",b441743a696ba7e9a43365ce57b69ed27cccdde4ce10ceeeeda7592ddc79e405
138,4.0,4,4,True,"An ice skater practices a spin, initially slow then gradually accelerating the rotations.",/home/liuzhirui/model/PhysVid/res/videophy2/video/b9b3c72347aaef2b4a1564b714226db52295060d9c02ad73eb787176dc7a8b89.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/An_ice_skater_practices_a_spin,_initially_slow_then_gradually_accelerating_the_rotations.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/An_ice_skater_practices_a_spin,_initially_slow_then_gradually_accelerating_the_rotations.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/An_ice_skater_practices_a_spin__initially_slow_then_gradually_accelerating_the_rotations_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/An_ice_skater_practices_a_spin,_initially_slow_then_gradually_accelerating_the_rotations.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/An_ice_skater_practices_a_spin,_initially_slow_then_gradually_accelerating_the_rotations.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/An_ice_skater_practices_a_spin,_initially_slow_then_gradually_accelerating_the_rotations.mp4""]",b9b3c72347aaef2b4a1564b714226db52295060d9c02ad73eb787176dc7a8b89
139,4.0,4,4,True,"A hedge trimmer is used to shape a tall, dense privet hedge, the blades visibly cutting through the leaves and stems.",/home/liuzhirui/model/PhysVid/res/videophy2/video/bc9ed1b8e3c8cdc4796fda00caf47d717944c8ef1478d4635922ce0337f2b281.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hedge_trimmer_is_used_to_shape_a_tall,_dense_privet_hedge,_the_blades_visibly_cutting_through_the_leaves_and_stems.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_hedge_trimmer_is_used_to_shape_a_tall,_dense_privet_hedge,_the_blades_visibly_cutting_through_the_leaves_and_stems.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_hedge_trimmer_is_used_to_shape_a_tall,_dense_privet_hedge,_the_blades_visibly_cutting_through_the_leaves_and_stems.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_hedge_trimmer_is_used_to_shape_a_tall,_dense_privet_hedge,_the_blades_visibly_cutting_through_the_leaves_and_stems.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_hedge_trimmer_is_used_to_shape_a_tall__dense_privet_hedge__the_blades_visibly_cutting_through_the_leaves_and_stems_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_hedge_trimmer_is_used_to_shape_a_tall,_dense_privet_hedge,_the_blades_visibly_cutting_through_the_leaves_and_stems.mp4""]",bc9ed1b8e3c8cdc4796fda00caf47d717944c8ef1478d4635922ce0337f2b281
140,4.0,4,4,True,"A child uses a small spade to dig a hole in a sandbox, creating a small crater.",/home/liuzhirui/model/PhysVid/res/videophy2/video/c2d5c3b1c11e1757b7fc6880820f6a8457f9b095577f50bb910823559263d006.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_child_uses_a_small_spade_to_dig_a_hole_in_a_sandbox,_creating_a_small_crater.mp4",wan,"[""https://storage.cdn-luma.com/dream_machine/f3ba038f-74b4-404e-b12f-b860431e2859/a9950db6-fce0-49db-8a5d-806fa60e7552_result.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_child_uses_a_small_spade_to_dig_a_hole_in_a_sandbox,_creating_a_small_crater.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_child_uses_a_small_spade_to_dig_a_hole_in_a_sandbox,_creating_a_small_crater.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_child_uses_a_small_spade_to_dig_a_hole_in_a_sandbox__creating_a_small_crater_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_child_uses_a_small_spade_to_dig_a_hole_in_a_sandbox,_creating_a_small_crater.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_child_uses_a_small_spade_to_dig_a_hole_in_a_sandbox,_creating_a_small_crater.mp4""]",c2d5c3b1c11e1757b7fc6880820f6a8457f9b095577f50bb910823559263d006
141,4.0,4,4,True,"A small rock tumbles down a steep, rocky hillside, displacing soil and small stones.",/home/liuzhirui/model/PhysVid/res/videophy2/video/c415adae02d7616c354f8532075b6c3621596bd3849c495dac48f2b8a7cdff17.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_small_rock_tumbles_down_a_steep,_rocky_hillside,_displacing_soil_and_small_stones.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_small_rock_tumbles_down_a_steep,_rocky_hillside,_displacing_soil_and_small_stones.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_small_rock_tumbles_down_a_steep__rocky_hillside__displacing_soil_and_small_stones_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_small_rock_tumbles_down_a_steep,_rocky_hillside,_displacing_soil_and_small_stones.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_small_rock_tumbles_down_a_steep,_rocky_hillside,_displacing_soil_and_small_stones.mp4""]",c415adae02d7616c354f8532075b6c3621596bd3849c495dac48f2b8a7cdff17
142,4.0,4,4,True,"Someone removes a large tarp, revealing a gleaming new car underneath.",/home/liuzhirui/model/PhysVid/res/videophy2/video/c9861e045d756c728fd3bb83d34fc92ef3d39b63a0dbc11875eaf30e6b208374.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Someone_removes_a_large_tarp,_revealing_a_gleaming_new_car_underneath.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/Someone_removes_a_large_tarp,_revealing_a_gleaming_new_car_underneath.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/Someone_removes_a_large_tarp__revealing_a_gleaming_new_car_underneath_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/Someone_removes_a_large_tarp,_revealing_a_gleaming_new_car_underneath.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/Someone_removes_a_large_tarp,_revealing_a_gleaming_new_car_underneath.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/Someone_removes_a_large_tarp,_revealing_a_gleaming_new_car_underneath.mp4""]",c9861e045d756c728fd3bb83d34fc92ef3d39b63a0dbc11875eaf30e6b208374
143,4.0,4,4,True,"A person shovels snow from a garden path, leaving a clear path.",/home/liuzhirui/model/PhysVid/res/videophy2/video/c9a30d7fd57fd2fddcf37c561e0e2cffbf3056a376dff8db17694baeb8437f69.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_shovels_snow_from_a_garden_path,_leaving_a_clear_path.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_person_shovels_snow_from_a_garden_path__leaving_a_clear_path_.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_person_shovels_snow_from_a_garden_path,_leaving_a_clear_path.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_person_shovels_snow_from_a_garden_path,_leaving_a_clear_path.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_person_shovels_snow_from_a_garden_path,_leaving_a_clear_path.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_person_shovels_snow_from_a_garden_path,_leaving_a_clear_path.mp4""]",c9a30d7fd57fd2fddcf37c561e0e2cffbf3056a376dff8db17694baeb8437f69
144,4.0,4,4,True,"A scientist uses a probe to nudge a small, delicate insect on a leaf, causing it to twitch minimally.",/home/liuzhirui/model/PhysVid/res/videophy2/video/cadba2da540d28c458b6b848caa0d806d7d47ce9fb5fd5adb712eeb7e653e3d4.mp4,True,"https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_scientist_uses_a_probe_to_nudge_a_small,_delicate_insect_on_a_leaf,_causing_it_to_twitch_minimally.mp4",wan,"[""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cosmos_videophy2_test_challenging/A_scientist_uses_a_probe_to_nudge_a_small,_delicate_insect_on_a_leaf,_causing_it_to_twitch_minimally.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/cogvideoX5b_hard_upsampled/A_scientist_uses_a_probe_to_nudge_a_small,_delicate_insect_on_a_leaf,_causing_it_to_twitch_minimally.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/hunyuan_xdit/A_scientist_uses_a_probe_to_nudge_a_small,_delicate_insect_on_a_leaf,_causing_it_to_twitch_minimally.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/wan_videophy2_test_hard_upsampled/A_scientist_uses_a_probe_to_nudge_a_small,_delicate_insect_on_a_leaf,_causing_it_to_twitch_minimally.mp4"", ""https://videophysics2testvideos.s3.us-east-2.amazonaws.com/videocrafter_videophy2_hard/A_scientist_uses_a_probe_to_nudge_a_small__delicate_insect_on_a_leaf__causing_it_to_twitch_minimally_.mp4""]",cadba2da540d28c458b6b848caa0d806d7d47ce9fb5fd5adb712eeb7e653e3d4
